1253,1,Split,10/27/2020 12:39:19 PM,0,Passed,10/27/2020 12:39:17 PM,basic.step,HCM,,,,
"Page",Record ID,Playback Time (sec),Result,"Summary",Type,
"Initialize Total (sec)",,510,Passed,"",basic.init,
"Iteration Total (sec)",,345,Passed,"",basic.iteration,
"Info",,4,Passed,"Comments: Test Case Pass as both search before and after ",basic.comment,
"Finish Total (sec)",,129,Passed,"",basic.finish,
